date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:58:30	3275/3275	---M--	200	added ('OK')	image/jpeg	etag:%229658b44a3eaa7ac39756be14b1b09943%22	https://static-at.gamestop.at/images/products/249593/4scrmin1.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/4scrmin1.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:31	3474/3474	---M--	200	added ('OK')	image/jpeg	etag:%224061c90680be111a02fa756ae989bc33%22	https://static-at.gamestop.at/images/products/249593/6scrmin2.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/6scrmin2.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:31	4484/4484	---M--	200	added ('OK')	image/jpeg	etag:%2264a96de1fc25d60def76d6b5c9bbe1d5%22	https://static-at.gamestop.at/images/products/249593/8scrmin3.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/8scrmin3.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:31	4005/4005	---M--	200	added ('OK')	image/jpeg	etag:%225c615c2ebb54a59fccfddfcf373b55a1%22	https://static-at.gamestop.at/images/products/249593/10scrmin4.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/10scrmin4.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:31	3794/3794	---M--	200	added ('OK')	image/jpeg	etag:%22ae6c8643fb157d95c4bead56a8399690%22	https://static-at.gamestop.at/images/products/249593/12scrmin5.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/12scrmin5.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:32	89844/89844	---M--	200	added ('OK')	image/jpeg	etag:%22a635d65d072ca7e7584396039013bea6%22	https://static-at.gamestop.at/images/products/249593/15scrmax6.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/15scrmax6.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:32	3576/3576	---M--	200	added ('OK')	image/jpeg	etag:%22a81912e95d5246ac194972c28d96d0e4%22	https://static-at.gamestop.at/images/products/249593/14scrmin6.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/14scrmin6.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:32	133382/133382	---M--	200	added ('OK')	image/jpeg	etag:%2221335e65a68fe759f2e043241b80b517%22	https://static-at.gamestop.at/images/products/249593/17scrmax7.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/17scrmax7.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:32	5040/5040	---M--	200	added ('OK')	image/jpeg	etag:%224b6c53a9231fc0ed6c50cd65805614de%22	https://static-at.gamestop.at/images/products/249593/16scrmin7.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/16scrmin7.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:33	133425/133425	---M--	200	added ('OK')	image/jpeg	etag:%22ea2d90611d3cbd00bcd7e09001692b61%22	https://static-at.gamestop.at/images/products/249593/19scrmax8.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/19scrmax8.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:33	5088/5088	---M--	200	added ('OK')	image/jpeg	etag:%22e69383f0e60f57be79fc546bce2ab6de%22	https://static-at.gamestop.at/images/products/249593/18scrmin8.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/18scrmin8.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:33	87517/87517	---M--	200	added ('OK')	image/jpeg	etag:%2237fdbcd78bcf61acb2da3d21c629f7d0%22	https://static-at.gamestop.at/images/products/249593/21scrmax9.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/21scrmax9.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:33	4399/4399	---M--	200	added ('OK')	image/jpeg	etag:%22c0408841596ca49e34833e13cdb6360d%22	https://static-at.gamestop.at/images/products/249593/20scrmin9.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/20scrmin9.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:33	97976/97976	---M--	200	added ('OK')	image/jpeg	etag:%224c010af5e5122eca1113585f98dc8d0f%22	https://static-at.gamestop.at/images/products/249593/23scrmax10.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/23scrmax10.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:34	4204/4204	---M--	200	added ('OK')	image/jpeg	etag:%22dd0d194b6464955a561668c53e4777b7%22	https://static-at.gamestop.at/images/products/249593/22scrmin10.jpg	D:/itp%20project/site/site/static-at.gamestop.at/images/products/249593/22scrmin10.jpg	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2015:58:38%20GMT	http://www.gamestop.at/Views/Locale/Content/Images/logo-small-white.png?rev=1	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/logo-small-white.5c84dd.delayed	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:35	2408/2408	---M--	200	added ('OK')	image/png	etag:%220c53499b6afd71:0%22	https://www.gamestop.at/Views/Locale/Content/Images/logo-small-white.png?rev=1	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/logo-small-white84dd.png	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:35	449627/449627	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2009%20Nov%202021%2001:22:12%20GMT	https://www.gamestop.at/jQueryScripts.js?v=7vGJ5pKWQgxo6c8sBISjD9F848HnILW2_9_mn5aDvZM1	D:/itp%20project/site/site/www.gamestop.at/jQueryScriptsa68b.js	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:36	45557/45557	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2009%20Nov%202021%2007:02:33%20GMT	https://www.gamestop.at/coreScripts.js?v=-vLnwFg0_FLelZtTvWUIbuRZCviyXLhIx1Brxf88Ycs1	D:/itp%20project/site/site/www.gamestop.at/coreScriptsb5be.js	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:36	39981/39981	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2009%20Nov%202021%2012:12:22%20GMT	https://www.gamestop.at/mapScripts.js?v=LUdiNJWqXDWFRJzJOXzNuRUb5BBPPtIheq-07tLNGck1	D:/itp%20project/site/site/www.gamestop.at/mapScriptscd74.js	(from https://www.gamestop.at/PC/Games/114823/grand-theft-auto-v)
16:58:36	37024/37024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-bold.eot	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-bold.eot	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:36	37024/37024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-bold.eot?	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-boldd41d.eot	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:37	29864/29864	---M--	200	added ('OK')	application/font-woff	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-bold.woff2	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-bold.woff2	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:37	45576/45576	---M--	200	added ('OK')	application/font-woff	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-bold.woff	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-bold.woff	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:37	101656/101656	---M--	200	added ('OK')	application/octet-stream	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-bold.ttf	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-bold.ttf	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:37	698757/698757	---M-Z	200	added ('OK')	image/svg+xml	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-bold.svg	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-bold.svg	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:38	37026/37026	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-book.eot	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-book.eot	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:38	37026/37026	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-book.eot?	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-bookd41d.eot	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:38	29920/29920	---M--	200	added ('OK')	application/font-woff	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-book.woff2	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-book.woff2	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:38	45528/45528	---M--	200	added ('OK')	application/font-woff	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-book.woff	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-book.woff	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:39	102340/102340	---M--	200	added ('OK')	application/octet-stream	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-book.ttf	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-book.ttf	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:39	701096/701096	---M-Z	200	added ('OK')	image/svg+xml	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/fonts/solidogs-book.svg	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/solidogs-book.svg	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:39	17156/17156	---M--	200	added ('OK')	application/font-woff	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/fonts/mm-icons.woff	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/mm-icons.woff	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:39	109180/109180	---M--	200	added ('OK')	application/font-woff	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/fonts/material-icons.woff2	D:/itp%20project/site/site/www.gamestop.at/Content/fonts/material-icons.woff2	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:39	1000/1000	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/error-message-icon.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/error-message-icon.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:40	8722/8722	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/top-bar.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/top-bar.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:40	3390/3390	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/check-square-o.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/check-square-o.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:40	691/691	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/top-bar-loyalty.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/top-bar-loyalty.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:40	3569/3569	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/info-circle.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/info-circle.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:41	3244/3244	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/user.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/user.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:41	2367/2367	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/align-justify.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/align-justify.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:41	319/319	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/cart-icon.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/cart-icon.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:41	69/69	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/qs-separator.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/qs-separator.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:41	1096/1096	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/search-icon.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/search-icon.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:42	1434/1434	---M--	200	added ('OK')	image/gif	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/mini-loader.gif	D:/itp%20project/site/site/www.gamestop.at/Content/Images/mini-loader.gif	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:42	172/172	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/material-clear.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/material-clear.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:42	1044/1044	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/qs-arrowx.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/qs-arrowx.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:42	3289/3289	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/platform-bar.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/platform-bar.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:43	7983/7983	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/PEGI.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/PEGI.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:43	5666/5666	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/ESRBsmall.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/ESRBsmall.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:43	16094/16094	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/ESRBsmall-FR.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/ESRBsmall-FR.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:43	82/82	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/left-bar-background.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/left-bar-background.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:44	431/431	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/left-bar-opener.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/left-bar-opener.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:44	5703/5703	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/sorting-options.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/sorting-options.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:44	283/283	---M--	200	added ('OK')	image/jpeg	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/line.jpg	D:/itp%20project/site/site/www.gamestop.at/Content/Images/line.jpg	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:44	718/718	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/stars-2.0.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/stars-2.0.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:45	3372/3372	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/PEGI-90-110.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/PEGI-90-110.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:45	11684/11684	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/ESRB.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/ESRB.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:45	24746/24746	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/ESRB-FR.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/ESRB-FR.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:45	3305/3305	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/platform-images/platforms-block-xbox360.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/platform-images/platforms-block-xbox360.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:45	2716/2716	---M--	200	added ('OK')	image/png	etag:%220155226f9b8d71:0%22	https://www.gamestop.at/Content/Images/platform-images/platforms-block-ps3.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/platform-images/platforms-block-ps3.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:46	2735/2735	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/platform-images/platforms-block-wii.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/platform-images/platforms-block-wii.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:46	474/474	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/accordion-top.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/accordion-top.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:46	442/442	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/accordion-bottom.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/accordion-bottom.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:46	3791/3791	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/section-block.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/section-block.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:46	86/86	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/singleProd.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/singleProd.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:47	5682/5682	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/mega-button.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/mega-button.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:47	1875/1875	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/payments/paypal.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/payments/paypal.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:47	15022/15022	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/payments/payments.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/payments/payments.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:47	9565/9565	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/checkout-parts.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/checkout-parts.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:48	24428/24428	---M--	200	added ('OK')	image/png	etag:%22041ada8678ed51:0%22	https://www.gamestop.at/Views/Locale/Content/Images/giftcard-ultra.png	D:/itp%20project/site/site/www.gamestop.at/Views/Locale/Content/Images/giftcard-ultra.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:48	1159/1159	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/giftnum.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/giftnum.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:48	124/124	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/footerBg.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/footerBg.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:48	87/87	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/footer-separators.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/footer-separators.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:49	267/267	---M--	200	added ('OK')	image/png	etag:%2203f88f917d0d71:0%22	https://www.gamestop.at/Content/Images/tag-warning.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/tag-warning.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
16:58:49	95/95	---M--	200	added ('OK')	image/png	etag:%220d630376bd2d71:0%22	https://www.gamestop.at/Content/Images/fancybox_overlay.png	D:/itp%20project/site/site/www.gamestop.at/Content/Images/fancybox_overlay.png	(from https://www.gamestop.at/Content/coreNewStyles.css?v=8uu4xkiDnYJanMcTmtC3vaFydQdpGKeDA2dgFV7aZRA1)
